text,class_simple,sent_score
i love bestworld supermarket!,repeat_visit,good
this will be your store.,no_topic,good
it has aisle after aisle of foods from around the world crammed into a no-thrills large store in the center of mt pleasant.,selection,good
pretty decent prices.,price,good
asian owned so there is plenty of ethnic lated foods which may be difficult to find locally.,ethnic_selection,good
and prices are reasonable.,price,good
very convenient grocery market with competitive prices!,convenience,good
the collard greens are cheap for dead pf winter,price,good
great produce.,quality,good
variety of avocados.,selection,good
sells jicama.,ethnic_selection,good
great place to find difficult to find foreign ingredients.,selection,good
best mexican food choice,ethnic_selection,good
good options for caribbean people,ethnic_selection,good
aquã­ se encuentra de todo un poco,selection,good
casi completo de productos centroamericano,selection,good
prices are good,price,good
 and they have a variety of food for most people.,selection,good
it's a combination latin/asian market with mainstream food items.,ethnic_selection,good
people are friendly as well.,staff,good
great prices on all items.,price,good
great selection of different global cuisines.,ethnic_selection,good
friendly staff,staff,good
they have soo much stuff we eat in europe that i can't find anywhere else!,ethnic_selection,good
kind staff.,staff,good
it's a great ethnic market that stays open pretty late ( considering it's a locally owned business).,ethnic_selection,good
they are sorta small but have a better selection of â€¦,selection,good
appreciate the packaging and the ability to order weekly necessities without having to re-enter the items.,no_topic,good
good selection.,selection,good
really neat hispanic/asian grocery.,ethnic_selection,good
plenty of your standard grocery produce.,no_topic,good
interesting mexican spiced candies.,ethnic_selection,good
good little supermarket with fair prices,price,good
interesting assortment of food and drink,selection,good
it's a nice little store with various ethnic foods from asian to hispanic.,ethnic_selection,good
the workers were very kind.,staff,good
you get half off if you use a capital one card.,price,good
youy find great prices on groceries,price,good
shopping for good product good,no_topic,good
a good place to buy food at reasonable prices,price,good
great selection of asian and mexican,ethnic_selection,good
surprisingly good selection,selection,good
at reasonable prices.,price,good
this is an excellent option just a couple blocks away.,convenience,good
they also have a good selection of goya products.,selection,good
the aisles seem well stocked.,selection,good
and the staff are friendly.,staff,good
the place is great.,no_topic,good
it's easy to shop and has a great selection.,selection,good
convenient market that will surprise you.,convenience,good
good beer selection.,selection,good
some health food and basics.,no_topic,good
very friendly staff - a great place!,staff,good
good for buying a few things or things you usually wouldn't find at your local giant or whole foods.,selection,good
good store with variety of products.,selection,good
employees helpful.,staff,good
good in a pinch!,convenience,good
amazing,no_topic,good
nice people great selection of random ethnic food,ethnic_selection,good
their prices are relatively cheaper than more established brands like giants and safeway; especially their meats.,price,good
the store has remarkable international foods to choose from.,ethnic_selection,good
they had a lot of specialty foods i was looking for.and they are only a couple of blocks away!,ethnic_selection,good
customer service was good.,staff,good
good selection.,selection,good
great price for produce,price,good
nice to have a neiborhood supermarket,neighborhood,good
in walking distance.,convenience,good
the prices are very high.,price,good
but in general a great supermarket in which you can find anything,selection,good
best local store ever!,neighborhood,good
great meat prices,price,good
 with more unique selection than most stores have,selection,good
friendly staff.,staff,good
extensive selection.,selection,good
and convenient location ,convenience,good
low credit card minimum ($2) is a plus.,no_topic,good
as are generally short checkout lines.,efficiency_of_service,good
friendly staff,staff,good
nice neighbour hood shopping.,neighborhood,good
reasonable prices.,price,good
friendly service.,staff,good
 it serves a very diverse population from ethnic asian and hispanic minorities to random young europeans (there's a hostel nearby).,no_topic,good
good produce and groceries.,freshness,good
great community grocery store.,neighborhood,good
this grocery story is absolutely wonderful.,quality,good
great prices (especially the produce) ,price,good
and you can find a pretty good selection of asian spice.,selection,good
everyone who works there is very friendly too.,staff,good
this market has everything necessary including vegetables.,selection,good
it also have bunches of daily supplies.,selection,good
it is a convenient place for people living in the downtown!,convenience,good
very good,no_topic,good
small community market.,neighborhood,good
good selection of food,selection,good
great prices.,price,good
it's cheaper here for produce,price,good
this was one of my closest supermarket while i was living in down town dc.,convenience,good
they have a very competitive price unlike other stores!,price,good
it is a family store ln the neigborhood.,neighborhood,good
great small & local grocer.,neighborhood,good
everything you need,selection,good
excellent non-chain.,neighborhood,good
family-owned grocery store.,neighborhood,good
good selection,selection,good
if u are in for particular stuff is great,selection,good
prices low!,price,good
products great!,,good
great selection of international products.,selection,good
fruit & veggies and weird meat cuts & organs,selection,good
friendly.,staff,good
good prices.,price,good
which is helpful for combining lunch and grocery shopping.,offerings,good
great place to shop for food.,repeat_visit,good
lots of choices,selection,good
delicious bakery,offerings,good
the best place to get food.,repeat_visit,good
best grocery store in the world.,repeat_visit,good
really miss it!,repeat_visit,good
classy grocery store without being pretentious.,repeat_visit,good
i have never met anyone who doesn't like wegmans.,repeat_visit,good
perfect one stop store for your all needs.,repeat_visit,good
