other_loc_name,other_loc_address
Ledo Pizza,"25460 Point Lookout Rd, Leonardtown, MD 20650, United States"
famila Timmendorfer beach,"Höppnerweg 8, 23669 Timmendorfer Strand, Germany"
Bangalore Nursing Home,"276, Nagawara Main Road, Arabic College Main Rd, Next To-Police Station, Vinobha Nagar, Kadugondanahalli, Bengaluru, Karnataka 560045, India"
Hippocrates Health Institute,"1466 Hippocrates Way, West Palm Beach, FL 33411, United States"
Andalus Mall,شارع العليا،، Riyadh Saudi Arabia
P.F. Chang's,Unit LG - 111 - B [level LG - Financial Center Rd - Dubai
Tea Avenue,"55 Barnes Pl, Colombo 00700, Sri Lanka"
Roman Forum,"Via della Salara Vecchia, 5/6, 00186 Roma RM, Italy"
Baskin Robbins,"Thembadan Hydrose Memmorial Building, Bridge Rd, Aluva, Kerala 683101, India"
Ahli Mosque,Dubai
Hair N Flair,"Zouq, Zouk Mosbeh, Lebanon"
KFC,"114A Regent Rd, Great Yarmouth NR30 2AB, United Kingdom"
Picasso Gent's Saloon,Dubai
Cacao Ljubljana,"Petkovškovo nabrežje 3, 1000 Ljubljana, Slovenia"
Dimbulah Coffee South Beach Tower,"South Beach Tower #01-14, 38 Beach Rd, Singapore 189673"
Embassy of Egypt,"Bulevardul Dacia 67, București 010407, Romania"
GS25 장유관동점,"South Korea, Gyeongsangnam-do, Gimhae-si, Jangyu-myeon, Gwandong-ri, 1076-1"
Stora Coop Sisjön,"Hantverksvägen 2, 436 33 Askim, Sweden"
Al Mosala Souk,Al Bustan - Sharjah
Centro Comercial Mamut,"Astigarrako Bidea, 4, 20180 Oiartzun, Gipuzkoa, Spain"
Victory Matriculation School,"Mylacode, SH 180, Near, Azahiamandapam, Tamil Nadu 629802, India"
Alappuzha District Roller Skating Asscocation,"Cherthala Rd, Ottappunna, Muttom, Cherthala, Kerala 688524, India"
Pizza Hut,Al Wahda St - Sharjah
Werner Voss & Partner Architects and Engineers مكتب الاستشاري فيرنر فوس معماريون ومهندسون,"Arafat Central Ring Rd, Al Mashair, Mecca 24258, Saudi Arabia"
Starbucks,"682 동서대로 Gasuwon-dong, Seo-gu, Daejeon, South Korea"
فندق أرمان,"1410 Rd No 4011, Manama, Bahrain"
ميزان العضيب 3,"2488 Al Bakir, As Sinaiyah, Riyadh 12871 8459 Al Bakir, As Sinaiyah, Riyadh 12871 8459, Saudi Arabia"
Pathan darbar,Dubai
Dirty Martini,"158 Bishopsgate, London EC2M 4LN, United Kingdom"
Economic Co For Plastic Products,"Complex No 1, Doma St 1, Amman, Jordan"
Bem Brasil Costelaria,"Av. do Anastácio, 591 - City América, São Paulo - SP, 05119-000, Brazil"
The Coffee Lab - Specialty Coffee Roasters,"Shop 4, Marina Cubes، Port Rashid - Dubai"
La Deliziosa,"Viale Porta Adige, 66, 45030 Rovigo RO, Italy"
Kshitija,"# 9, 172, 5th Cross Rd, Stage 1, Malleshwaram, Bengaluru, Karnataka 560003, India"
Gorai Jetty Bus Stop,"Gorai - Borivali Rd, Essel world Amusement Park, Uttan, Mumbai, Maharashtra 400092, India"
Pizza Hut,Oasis Mall - Sheikh Zayed Rd - Dubai
Saffron Spice,"93 Pike St, Seattle, WA 98101, United States"
Roof Top Grill,"Tehran Province, Tehran, Africa Blvd، No.17 – Naseri St.، Iran"
Ambiance Place,"Sitio Lugadia, El Nido, Palawan, Philippines"
Sea Cave,"Ash Shati, Jeddah 23415, Saudi Arabia"
Abu Obaida Mosque,"7344 Ash Shaikh Sulaiman Ibn Abdullah Ibn Muhammad, Al Khaleej, Riyadh 13223, Saudi Arabia"
Toyota - Toulon Diffusion Auto - Toulon,"469 Rue Henri Sainte-Claire Deville, 83100 Toulon, France"
MediaMarkt Göteborg Högsbo,"Lona Knapes gata 1, 421 32 Västra Frölunda, Sweden"
Players Casino,"6580 Auto Center Dr, Ventura, CA 93003, United States"
NIKOS Durban North,"54 Adelaide Tambo Dr, Durban North, Durban, 4051, South Africa"
Salon 2000,45 33th St - Dubai
American's Snack,"Le Passage-neuf, 56680 Plouhinec, France"
credel chocolate store,"Manama, Bahrain"
Dubai Police Club Stadium,Dubai
Game Ealing Broadway,"56 The Broadway, Ealing, London W5 5JY, United Kingdom"
Caffe' Pink Lady,"Piazza Curtatone e Montanara, 22, 72017 Ostuni BR, Italy"
Dada Pan Centar,"Bholav, Bholav Part, Gujarat 392012, India"
McDonald's,"Ground Floor, Wide Angle Multiplex, Sarkhej - Gandhinagar Hwy, Ahmedabad, Gujarat 380015, India"
Partizanskaya Station,"Moskva, Russia, 105187"
Nanerj Restaurant,"Talatpaşa, 1047. Sokak & Fatih Sultan Mehmet Caddesi No:49, 34513 Esenyurt/İstanbul, Turkey"
Molecule,"Ground Floor, Building 6, R08, Dubai Design District - Dubai"
Athens Odeon Hotel,"Pireos 42, Athina 104 37, Greece"
Emirates NBD Branch,"Emirates Rd, Near Green Community Choithram Supermarket, Dubai - Uae - Dubai"
Meesapulimala,"Kannan Devan Hills, Tamil Nadu 685616"
Pizzeria La Piemontese,"Via Vico, 15C, 12084 Mondovì CN, Italy"
Exxon,"5 NE 79th St, Miami, FL 33138, United States"
Surya Placement,"Noor Point, Market Rd, Bank Junction, Aluva, Kochi, Kerala 683101, India"
Mirfa Hotel,Abu Dhabi
Lanchonete Ranchinho,"Rodovia dos Tamoios, Km 44, 5, s/n, Paraibuna - SP, 12260-000, Brazil"
Reem Al Bwadi,"Second Floor, Sahara Center, Al Nahda St,Al Nahda - Sharjah"
Tesco Extra,"Budapest, Gács u. 3, 1138 Hungary"
Central Square Mall,"Ballabhbari, Gumanpura, Kota, Rajasthan 324006, India"
Reiss - Mercato Mall,"1 73A St, SHOP NUMBER 06, MERCATO MALL - Dubai"
مسجد حاتم,"Izbat Saed، Sidi Gabir, Qesm, Alexandria Governorate, Egypt"
八甲田山雪中行軍遭難資料館,"Japan, 〒030-0943 Aomori, Kobata, Abeno−163-4"
Fji Restaurant,Dubai
Pierre Cardin,728 Al Sharq St - Sharjah
Tofa GARMENT TRADING,Sharjah
Abu Dabel Petrol Station,"298 22889, Saudi Arabia"
Sortie Restaurant,"Kuruçeşme, Muallim Naci Cd. No:54, 34345 Kuruçeşme/Beşiktaş/Beşiktaş/İstanbul, Turkey"
二十七號廚房,"300, Taiwan, Hsinchu City, North District, Rende Street, 27號"
Kairali - Kerala Cuisine,Dubai
Cheeky Monkeys Al Barsha,"Al Barsha Mall, Union CO-OP, Ground Floor - Dubai"
Furnas,"R. das Furnas 2, 2655-288 Ericeira, Portugal"
"Nags Head, Covent Garden","10 James St, Covent Garden, London WC2E 8BT, United Kingdom"
Restaurant Leopard,"zac, Ctre Commer Grand Ciel, 83130 La Garde, France"
Bombay Chowpatty,LULU - Dubai
Willys,"Tölöleden 3, 434 39 Kungsbacka, Sweden"
Mahavir Ice Cream,"Noutilious Complex, GF-3, Hotel Surya Ln, Opp. P.M. Regency, Pawan Park Society, Sarod, Sayajiganj, Vadodara, Gujarat 390020, India"
Diplomat Restaurant,"Al Marija Street, Opp. Al Maida Al Jadeda Tailoring، Al Mareija - Sharjah"
Premier Inn Harrogate Town Centre hotel,"9 Springfield Ave, Harrogate HG1 2HY, United Kingdom"
KFC,"Eppco Petrol Sttaion, Al Khawaneej Street, Al Mizhar - Dubai"
Dr. Ramzi Tabbalat Clinic,"Complex No 3, Abbas Mahmoud Al Aqqad St 3, Amman, Jordan"
"Allen Roundabout, Allen Junction, Ikeja","Obafemi Awolowo Way, Allen, Ikeja, Nigeria"
Cold Stone,Financial Center Rd - Dubai
John Lewis & Partners at Home,"Kingstanding Business Park, Royal Tunbridge Wells TN2 3UP, United Kingdom"
Papa John's Pizza,"Diamond Bulding, near Dubai Marina Metro Station - Dubai"
Cirque Le Soir,Fairmont Hotel - Sheikh Zayed Rd - Dubai
Landmark Plaza Baniyas,"Baniyas Square, Dubai, UAE - Dubai"
Kalekent 1 Sitesi,"Adnan Kahveci, Anadolu Cd. No:22, 34520 Beylikdüzü/İstanbul, Turkey"
واحة الزوار للوحدات السكنية,"حي الحمدانية 7594، Jeddah 23761, Saudi Arabia"
Zabeel Hall 4&5,Dubai
Hakaniemi Market Hall,"Hämeentie 1A, 00530 Helsinki, Finland"
The Grand Palace,"Na Phra Lan Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand"
BASTA! by David Myers,Renaissance Downtown Hotel - Marasi Dr - Dubai
Pavilhão do Conhecimento,"Largo José Mariano Gago nº1, 1990-073 Lisboa, Portugal"
Emirates Islamic ATM,19 A St - Dubai
مسجد الشيخ أحمد بن زايد آل نهيان,Abu Dhabi
Al Dahleez,Dubai
Royal Anchor Estate Kwaba Abuja,"Rd 4, Kwaba, Abuja, Nigeria"
Faisal Tower 1,Sharjah
Primark,"499 - 517 Oxford St, Mayfair, London W1K 7DA, United Kingdom"
Cabo da Roca,"Estrada do Cabo da Roca s/n, 2705-001 Colares, Portugal"
The Art of Living,"Kanakapura Rd, Udayapura, Bengaluru, Karnataka 560082, India"
חניון בית בלגיה,"Jerusalem, Israel"
Nirala Sweets And Cafe,"Building Z05, England Cluster International City - Dubai"
Rifugio della Pace,"SS21, Larche, Francia, Italy"
Al manara al thahabi advertising L.L.C,Al Wahda St - Sharjah
Windsor Suites Hotel Bangkok,"10/1 ถนน สุขุมวิท ซอย 20 Phra Khanong, Khlong Toei, Bangkok 10110, Thailand"
Yvonne Nathan Real Estate Management,"Sunset Ave, Lone Hill, Sandton, 2191, South Africa"
Pizza Pizza,"Najaf, Iraq"
Dečija igraonica FOKA,"Cara Dušana 22, Nova Pazova, Serbia"
Al Maya Supermarket Marina Branch,"G Floor,Dream Tower 1,Al Marsa Street,Dubai Marina Next to Dubai Marina Mall - Dubai"
Emirates Tower Kitchen & Restaurant,Abu Dhabi
Olive Lucy's Kitchen Table,"52 Speedwell Ave, Morristown, NJ 07960, United States"
Thirstday Bar and Restaurant,"07000 Langkawi, Kedah, Malaysia"
Sun & Sand Sports,Al Ghurair Centre - Al Rigga Rd - Dubai
Future Style Auto Accessories Trading LLC,warehouse # 4 107-1 umm ramool Rashdiya PB 65047 - Dubai
مطعم دار السلطاني Dar Alsultani Restaurant,"Beirut, Lebanon"
Ibis Seef Manama,"Ibis Seef Hotel Bahrain, I Bldg. 456, Road 1010,Sanabis, Manama, Bahrain"
Jerins Mini Mart,Dubai
Arabesco,"Estr. de Benfica 294, 1500-075 Lisboa, Portugal"
Aspendos Theater,"Sarıabalı, Aspendos Yolu, 07500 Serik/Antalya, Turkey"
Starbucks Arlanda Terminal 2,"190 60 Stockholm-Arlanda, Sweden"
The Scotch Whisky Experience,"The Royal Mile, 354 Castlehill, Edinburgh EH1 2NE, United Kingdom"
Al Muhaidib Group,"King Faisal Coastal Road, St, Salman Al Farsi, Dammam 32221, Saudi Arabia"
SKM Industry,"Attapur, Hyderabad, Telangana 500048, India"
The Attic Wine Bar,"8 Hanger Green, Hanger Hill, London W5 3EL, United Kingdom"
GOLDEN AVENUE GENERAL TRADING LLC,21 1 C St - Dubai
(신)우진상사,"South Korea, Gyeongsangnam-do, Gimhae-si, Jillye-myeon, Songjeong-ri, 19-1"
Al Bait Baitak,"Al Muftaha, طريق الملك سعود، غرب البنك الأهلي، شارع، Abha 62521, Saudi Arabia"
Mikel Coffee,"Ground Floor, Aurora Tower, Next to Media One Hotel - Al Falak St - Dubai"
Mansour Building,Dubai
Shri Kannan Departmental Store (P) Ltd,"130, Rajaji Rd, Peranaidu Layout, Ram Nagar, Coimbatore, Tamil Nadu 641009, India"
Café Daguerre,"4 Avenue du Général Leclerc, 75014 Paris, France"
Dawat,"Abu Halifa, Food Court, Near Boxhill College, Kuwait"
Discovery Tower,Dubai
Aswaaq Mart JVC أسواق مارت,JVC - Dubai
Valentino Legend,"Via Agnello, 8, 20121 Milano MI, Italy"
Pizza Hut,"Near Usmania, Hina Center, 36-B, University Rd, Block 13 A Gulshan-e-Iqbal, Karachi, Pakistan"
Under500 Marina,Marina Walk - Dubai
BBC Broast,"Sector 11-A Sector 11 A North Karachi Twp, Karachi, ضلع, Sindh, Pakistan"
St. George’s Orthodox Cathedral,Abu Dhabi
Barg Continental Restaurant,"Barg Continental,Shahre Naw Opposite to Park,Next to Qasre Bakhtawar Building،, Afghanistan"
Mayajaal Multiplex,"34/1 East Coast Road Kanathur, Chennai, Tamil Nadu 603112, India"
Courtyard Villas,13 - 13 49a St - Dubai
Lidl,"Nowowiejska 68, 58-200 Dzierżoniów, Poland"
The Cheesecake Factory,"Arabella, 25, Kuwait"
Nilgiri's,"New No. 3, Old No. 38, 4th Main Rd, Kottur Gardens, Adyar House, Kotturpuram, Chennai, Tamil Nadu 600085, India"
Bella Vita,"1A Tipu Sultan Rd, Karachi Memon Co-operative Housing Society Jinnah Housing Society PECHS, Karachi, Karachi City, Sindh, Pakistan"
Someshwara Beach Byndoor,"Someshwara Temple Rd, Baindur, Karnataka 576214, India"
Qadsia Sporting Club,"Baghdad Street, Hawally, Kuwait"
Tipp Plaza,"219/1 Beach Rd, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand"
Swiss Lounge,"Chicago, IL 60666, United States"
King's grill,شارع الشيخ حميد بن راشد النعيمي - Ajman
Que Pasa?,"R. Augusta, 1559 - Consolação, São Paulo - SP, 04536-020, Brazil"
Fabindia,"Branch Weavers India General Trading LLC Shop # 7, Nashwan Building Al Mankhool, Bur Dubai- UAE - Dubai"
Brewster's Trails Restaurant,Jumeirah Beach Road - Dubai
Burdwan Model School,"Katwa Bardhaman Rd, Dewandighi, Mirzapur, West Bengal 713102, India"
Galleria Kvarnen,"Jerikodalsgatan 3, 595 30 Mjölby, Sweden"
Ucom Digital Pvt.Ltd. Vyara Branch,"Vyara, Gujarat 394650, India"
DigiPhoto Studio,Unit LG - 133 Dubai Mall - Dubai
MirAmin Al Wasl - مير أمين,"Al Wasl, Villa No.8, Lahej Villa Jumeirah 2 - Dubai"
Ski Dubai,Sheikh Zayed Rd - Dubai
Restaurant Vascos,"Punta del Fangar Carretera Marquesa, s/n, 43580, Tarragona, Spain"
Ristorante Pizzeria Fornace,"Via Castellana, 119, 30030 Martellago VE, Italy"
Al Falaj Hotel,"1692 Al Hamriya، Muscat 113, Oman"
Toro Toro,"Al Emreef Street, Grosvenor House Dubai - Dubai"
Walton Stores,"57 St Augustines Rd, Chesterfield S40 2SA, United Kingdom"
La Esquina Del Lechon,"8601 NW 58th St #101, Miami, FL 33166, United States"
Pramukh Family Restaurant - Prassidhi Enterprises,"5, Mallaraiah Complex, 1st Floor, Gandhi Bazaar Main Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004, India"
Al Roof Restaurant And Cafe,Ajman
Tasheel | تسهيل,Sharjah
Parking de la Salesse,"12320 Conques-en-Rouergue, France"
Niagara Falls,"NY 14303, United States"
Sahu Juice Corner,"Venkateshwar Colony, Ramnagar Extension, Sodala, Jaipur, Rajasthan 302006, India"
Conrad Bengaluru,"25/3, Kensington Rd, Someshwarpura, Halasuru, Bengaluru, Karnataka 560008, India"
Woolworths Greenacres,"Greenacres Shopping Centre, Cape Road, Port Elizabeth, 6001, South Africa"
Katta Ceramics,"31, Lalbagh Fort Rd, Mavalli, Doddamavalli, Sudhama Nagar, Bengaluru, Karnataka 560002, India"
Heritage Fresh - Banjara Hill - 14,"Road No. 14, Banjara Hills, Ranga Reddy Dist, Ground Floor, Premises No. 8-2-309/3/B/1 & 2, Hyderabad, Telangana 500034, India"
SPOT18,"Wakad - Bhosari BRTS Rd, Mana-mandir Society, Rahatani, Pimpri-Chinchwad, Maharashtra 411017, India"
Nomad Travel Clinic,"5 Barrack Ln, Cardiff CF10 2GS, United Kingdom"
Savoey Restaurant,"136 Thawewong Rd, Pa Tong, PATONG Phuket 83150, Thailand"
El Ballah Village,"الساحل الشمالى, طريق اسكندرية مطروح الصحراوى، Egypt"
Le Palais Megève,"247 Route du Palais des Sports, 74120 Megève, France"
Oth'man Ibn Affan Mosque,Al Musalla - Sharjah
Jebel Jais View Point 1,Ras al Khaimah
Engine Health and Fitness,10 C St - Dubai
Kaura Hotel and Suites Limited,"Plot 764, Cadastral Zone, Zone B11, Dubai Market Road, Adjacent Games, Village, Kaura District 900104, Abuja, Nigeria"
Burger King,"8506 Hampton Blvd, Norfolk, VA 23505, United States"
Mishref Cooperative Society,"321 St, Mubarak Al-Abdullah, Kuwait"
Malahini Kuda Bandos Resort,"Malahini Holdings Pvt. Ltd. 3rd Floor Jazeera Building No.15 Boduthakurufaanu Magu, 20077, Maldives"
"Aluva Palace, Govt Guest House, Dept of Tourism","Bridge Rd, Periyar Nagar, Aluva, Kerala 683101, India"
Imperial Residence,Dubai
Dubai Museum,Dubai
وادي شوكة,Ras Al-Khaimah
Napoli resturant,Sharjah
Pak Liyari Restaurant L.L.C (Br.),"Opp Astoria Hotel, BDB Building Near Al Fahidi Street, Bur Dubai - Dubai"
Rydges World Square Hotel,"389 Pitt St, Sydney NSW 2000, Australia"
The Hangout,"Shop 3 and 4, Al Emreef Street, Beside Marina Hotel Apartments، Dubai Marina - Dubai"
Mall of Istanbul,"Ziya Gökalp, Süleyman Demirel Blv No:7, 34490 İkitelli Osb/Başakşehir/İstanbul, Turkey"
Hot Fish,73 6 C St - Dubai
Jood Palace Hotel Dubai,"36-A Street Off Al Rigga Road, Deira, Near Al Rigga Metro Station - Dubai"
Al Qarah Mountain,Saudi Arabia
早點(無名燒餅油條),"404, Taiwan, Taichung City, North District, Jingwu Road, 254號"
Al Aumdah Sea Food Restaurant,36 20th St - Dubai
Vetrenjača,"Trg Mučenika, Pančevo 300817, Serbia"
New West Zone Supermarket - Mamzar,"Building #948, Near Movenpick Hotel Apartments Al Mamzar - Dubai"
Wielbłądzi Grzbiet,"Gdańska 143, 82-120 Krynica Morska, Poland"
KPTC Employees Sabha Bhavana,"Near Women's Polytechnic, Bondel, Mangalore, Karnataka 575015, India"
Motala Församling,"Sjögatan 9, 591 30 Motala, Sweden"
PLUS Florence,"Via Santa Caterina D'Alessandria, 15, 50129 Firenze FI, Italy"
"Nando's Al Ghurair, Dubai",Al Rigga Rd Al Ghurair Centre - Dubai
Wonder Bus Tours,56 Sheikh Khalifa Bin Zayed St - Dubai
The Noodle House,"Dubai International Airport,Terminal 1 - Dubai"
Krystal Grand Punta Cancun,"Blvd. Kukulcan Km 8.5, Punta Cancun, Zona Hotelera, 77500 Cancún, Q.R., Mexico"
Royal Bite Restaurant,"M9 Mussafah Bridge, Backside OF Salam Bombay Restaurant - Abu Dhabi"
The Puma Store,"No.127, 2nd Floor, Express Avenue, Club House Rd, Express Estate, Royapettah, Chennai, Tamil Nadu 600014, India"
Amar Radio Corporation - Yeshwanthpur,"#73/19, 5, Ashok Puram Main Rd, Mahalakshmipuram Layout, Mahalakshmipuram, Bengaluru, Karnataka 560086, India"
King Salman Social Center,"King Abdullah Rd, 2859 King Abdullah Ibn Abdulaziz Road, Riyadh 12451, Saudi Arabia"
Adazhio,"Morskaya Ulitsa, 12, пос. Архипо-Осиповка, Krasnodar Krai, Russia, 353487"
Lovely Sweets,"Nakodar Road, Jyoti Chowk, Shaheed Udham Singh Nagar, Jalandhar, Punjab 144001, India"
Mirage Marina Restaurant and Cafe,Abu Dhabi
Péage d'Antibes,"La Provençale, 06600 Antibes, France"
Mainland China,"126/2B, Ground Floor, Hotel Shree Nanda Excellency, ITI Rd, Aundh, Pune, Maharashtra 411007, India"
Rajila Hotel,"25/ 648, Near, Valiyathura - Muttathara Rd, Sewage Farm, Valiyathura, Thiruvananthapuram, Kerala 695008, India"
Wagamama,Financial Center Rd - Dubai
"F Mart Supermarket, Wasl 51",43 1c St - Dubai
Marina Mall,"شارع العليا، الملك فهد، Riyadh 12273, Saudi Arabia"
aweer massage center,Al Awir Road - Dubai
Centre Feu Vert ALBI,"zac de la piscine, 3 Rue Francisco Goya, 81000 Albi, France"
Consulate General of Islamic Republic of Pakistan,"The Wharf, 10A Bridge St, Birmingham B1 2JS, United Kingdom"
Allure Restaurant & Cafe,"Shop No.4,Dubai Marina Bay Central Building,Al Sufouh Rd,Dubai Marina - Dubai"
Samsonite,"ROOM E114, 1ST FLOOR, CENTRAL WORLD PLAZA 4, 4/1-2, 4/4, RAJDAMRI ROAD, Pathum Wan District, Bangkok 10330, Thailand"
El Imparcial,"Calle del Duque de Alba, 4, 28012 Madrid, Spain"
Olympic Restaurant,"Mombasa, Kenya"
"Powerduct UAE, Blutronic Trading LLC",Sidra Tower - Dubai
Al Jaz - The Greens - Emaar,3A Street - Dubai
The Amsterdam Dungeon,"Rokin 78, 1012 KW Amsterdam, Netherlands"
Khan Baba Restaurant,Dubai
Nandi Convention Hall,"Deverammanahalli Rd, Deverammana Halli, Nanjangud, Karnataka 571301, India"
Casa - Arabian Ranches - Emaar,Casa - Dubai
MALLMART LLC,"DUBAI FESTIVAL CITY MSS-01, Upper Basement, Dubai Festival City P B No: 5303 - Dubai"
Dar Al Dhabi Cafe,Abu Dhabi
STARBUCKS COFFEE,"Ground Floor, Bukhatir Building - Corniche St - Sharjah"
مطعم النخيل,"7796, 3090 فيصل بن فهد بن عبدالعزيز، Al Omairiyah, Al Hofuf 36362, Saudi Arabia"
Tâmpa,"Strada Poiana Soarelui 237, Brașov 500001, Romania"
The Beehive Hotel & Hostel,"Via Marghera, 8, 00185 Roma RM, Italy"
GR Tech Park,"Whitefield Main Rd, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066, India"
Sialkot Karachi Goods Transport Co,"Sheikhupura Bypass, VIP City, Sheikhupura, Punjab 39350, Pakistan"
"Sky Bar Rooftop Lounge, Asokoro","46 Kwame Nkrumah Cres, Asokoro, Abuja, Nigeria"
Taibah Markets,"3623, Riyadh 12261, Saudi Arabia"
The Bread Factory Cafe - Gio's Pizza,"935 8th Ave, New York, NY 10019, United States"
ヒルトン大阪『フォルクキッチン』（ビュッフェ）,"1 Chome-8-8 Umeda, Kita Ward, Osaka, 530-0001, Japan"
MIC 1 FAMILY & FRIENDS KTV & MUSIC STUDIO,"C. M. Recto, Poblacion District, Davao City, Davao del Sur, Philippines"
Laguava Resort,"Rmayleh, Lebanon"
Saimika Resort,"Cherrapunji, Meghalaya 793108, India"
Bua Chi Missal,"Parshwapuram, Kune, Navi Mumbai, Maharashtra 410403, India"
Bintan Resort Ferries,"50 Tanah Merah Ferry Rd, Singapore 498833"
St. Laurence Golf,"Kaivurinkatu 133, 08200 Lohja, Finland"
Multipoint Building Material Trading,Sharjah
Restaurant Bunker 42,"5-Y Kotel'nicheskiy Pereulok, 11, Moscow, Russia, 115172"
Nasr Restaurant and Grill TCA - مطعم و مشاوي نصر النادي السياحي,"9th Street, Opp. KIA Motors - Abu Dhabi"
Teatros del Canal,"Calle de Cea Bermúdez, 1, 28003 Madrid, Spain"
بن لافي للقهوة العربية,"شارع أم المؤمنين عائشة، Al Buhayrat, Mecca 24227, Saudi Arabia"
Russkaya Mednaya Kompaniya,"Ulitsa Lunacharskogo, 82, Yekaterinburg, Sverdlovsk Oblast, Russia, 620075"
Nakawa Market Vendors Association,"Nakawa fly over, Kampala, Uganda"
Kings Park Hotel,"Muraqubat Street, Deira - Dubai"
Al Maya Supermarket,شارع بدر - Ajman
Aster Pharmacy,Discovery Garden's - Dubai
